,Date,Tweets
2961,2019-10-11,"RT @vijay_IIHMHYD: RT IIHMHOTELSCHOOL: A career advice won't cost you a penny. So, what are you waiting for? Get in touch with us today!

#…"
2962,2019-10-11,"RT IIHMHOTELSCHOOL: A career advice won't cost you a penny. So, what are you waiting for? Get in touch with us today!

#Jio #RelianceJio #6Paise #FreeCalling #careeradvice #IIHMAdvice #HotelManagement #Hospitality #IIHMRocks #IIHMBest3Years

(V) https://t.co/tUULsOjxBe"
2963,2019-10-11,"RT @rameshyakkali: A career advice won't cost you a penny. So, what are you waiting for? Get in touch with us today!

#Jio #RelianceJio #6P…"
2964,2019-10-11,"A career advice won't cost you a penny. So, what are you waiting for? Get in touch with us today!

#Jio #RelianceJio #6Paise #FreeCalling #careeradvice #IIHMAdvice #HotelManagement #Hospitality #IIHMRocks #IIHMBest3Years

(V) https://t.co/uee4nyoxqg"
2965,2019-10-11,"RT @VishalM_IIHMHyd: RT IIHMHOTELSCHOOL: A career advice won't cost you a penny. So, what are you waiting for? Get in touch with us today!…"
2966,2019-10-11,"RT IIHMHOTELSCHOOL: A career advice won't cost you a penny. So, what are you waiting for? Get in touch with us today!

#Jio #RelianceJio #6Paise #FreeCalling #careeradvice #IIHMAdvice #HotelManagement #Hospitality #IIHMRocks #IIHMBest3Years

(V) https://t.co/BJS2G20lZo"
2967,2019-10-11,@mkvenu1 #Jio invitation to customers.. @reliancejio https://t.co/PbFK5VmdFL
2968,2019-10-11,RT @anu_sh_ree: I am not a Jio user but because of Jio other networks stopped looting customers with insane packages. Thus I support #Jio
2969,2019-10-11,"RT @DMAlert: RT @Technoholics2: #jio new plan 
Jio started charging 6paise/minute for non Jio calls this applies for post recharges from 10…"
2970,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
2971,2019-10-11,"Did everyone forget what we used to pay for 1GB data before @reliancejio ? It was FU**ING 250rs per GB.
Why do people lose their mind for just 6 paise per minute. It just costs max 50rs for 3 months and that too you get 50/- off if you recharge from #MyJio app.
#Jio #iloveJIO"
2972,2019-10-11,"#Jio Ends Tariff War: Telecom Headed For Duopoly, With Smaller Third Player https://t.co/huMfKxxNMq"
2973,2019-10-11,"#IUC charges were always in place.  It's just that with an inc in subscribers &amp; call volumes from #Jio to other operators, Mukesh Ambani passed it on users. Modi Govt can't push #Airtel, #Idea/Voda(UK), #Bsnl further down as Ambani’s are already way privileged over them. #telecom"
2974,2019-10-11,"How come network data can be connected from all the from #Mumbai to #Bangalore when server point in Bangalore couldn't provide proper coverage, guess youself and do you think that could it cover the network from 858km away @JioCare @reliancejio #Jio"
2975,2019-10-11,"Broke 12 years old relationship with Airtel and got committed with Jio. Now Jio betrayed 🙄
This is not fair Mukesh Bhai. 
#NoMoreIUC
#ModiMadeMandi #airtel #RelianceJio #JioUsers #jio"
2976,2019-10-11,"@reliancejio @JioCare Didn't receive any response even after 1 day. This clearly shows that Jio doesn't care about their customers.
#Jio #PoorInternet #PoorService"
2977,2019-10-11,"RT @iamprasadtech: #jio ki ippude recharge chesanu. 
1. 399 + 10 ( IUC ) charge Plan
Benefits :
2. 1GB data free ga icharu
3. Extra 30 mins…"
2978,2019-10-11,"RT @iamprasadtech: #jio ki ippude recharge chesanu. 
1. 399 + 10 ( IUC ) charge Plan
Benefits :
2. 1GB data free ga icharu
3. Extra 30 mins…"
2979,2019-10-11,"RT @dokania30: What happens to free marketing gimmicks 

Jio dhan dhana dhan 
Charge dhana dhan 

#JioUsers #jio #marketing"
2980,2019-10-11,"RT @SandeepShende: The unethical business practises of #JIO has put whole Indian Telecom industry at jeopardy. 
The saga of being sabotaged…"
2981,2019-10-11,#jio #FRUSTRATION #speed pathetic experience
2982,2019-10-11,"Now, I am Jio User But I Have Decided Port My #Jio Number.

Which One Is The Best Cheap Plans?

@Airtel_Presence @idea_cares @JioCare @VodafoneIN @BSNLCorporate @tatadocomo @Idea @MTNLOfficial"
2983,2019-10-11,"Jio Is The Second Biggest Dhokebaaz On Earth 

My Ex Still Remain First 😂😂😂
#bro #statement #Jio"
2984,2019-10-11,"I support to jio , jio change the telecom market @reliancejio you are so good but loko ki muff ki adat lg gyi he😒 
#Jio #iloveJIO #RelianceJio #JioUsers"
2985,2019-10-11,"RT @AgnikantG: #JIO destroyed telecom industry, making millions jobless, other operators loan becomes NPA, major operators forced to invest…"
2986,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
2987,2019-10-11,"RT @dokania30: What happens to free marketing gimmicks 

Jio dhan dhana dhan 
Charge dhana dhan 

#JioUsers #jio #marketing"
2988,2019-10-11,"Jio data network speed is completely degraded in Ramnagar,Varanasi,U.P. 221008.
Please took immediate action regarding that @reliancejio @JioCare @JioNews @RelianceDigital #JioUsers #Jio #RelianceJio #jiospeed #dataspeed #telecomm"
2989,2019-10-11,"@airtelindia before trolling #Jio for outgoing call , make incoming call free for #Airtel user"
2990,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
2991,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
2992,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
2993,2019-10-11,"What an irony - in past #jio brought telecom revolution in India and sidelines all other operators.
Now #jio charging to make a call to other operators.
Am marking myself #safe. Glad I didn’t join the crowd, so I don’t have to pay any charges, also my #Airtel never connects. 😁"
2994,2019-10-11,@aditiraval #Jio is Best😂
2995,2019-10-11,"RT @mynameisamit26: If you are true #Indian then immediately Port Out from #Jio #BoycottJio and join #BSNL - Desh Ka N/W.
Its #3G is faster…"
2996,2019-10-11,"To all those who complain about Jio's new tariffs. | #Jio #Airtel 

On December 28, 2002 Reliance Communications was launched and created a revolution by offering affordable phones to every Indian with free... https://t.co/4dAJpI7Kok"
2997,2019-10-11,RT @jdsoni7: Airtel trying to troll Jio...but little do they realise that giving 6GB as a monthly data limit in a 'broadband' plan is a big…
2998,2019-10-11,"RT @tonmoy_kalita: One of the worst 4G service #Jio just looting the customers in the name of speed.
#boycot #Jio"
2999,2019-10-11,"@zsagar77 The intention was to save ~1300 crore which #Jio paid to others and not the user awareness.

Now,after capturing the most of market,JIo has done this. IUC is neither new nor increased in 2019.

It is Morally &amp; ethically wrong. Business shld atleast follow der basic moral values."
3000,2019-10-11,"Haha! Here comes Airtel with the immediate campaign after #Jio extra charging chaos.
#AbTohSahiChuno https://t.co/q9FsUwv5VZ"
3001,2019-10-11,Airtel trying to troll Jio...but little do they realise that giving 6GB as a monthly data limit in a 'broadband' plan is a bigger crime than charging .6p/min for a call #AbtoSahiChuno #Jio #Airtel https://t.co/1ujPVyj02q
3002,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3003,2019-10-11,"@reliancejio I just wanna say,
Bye Bye.
#Jio #JioUsers #JioNews"
3004,2019-10-11,"RT @gaurav_khurana7: #BoycottJio
Jio is going to charge 6 paisa/min for every outgoing call from jio to other operators due to IUC charges.…"
3005,2019-10-11,"RT @gaurav_khurana7: #BoycottJio
Jio is going to charge 6 paisa/min for every outgoing call from jio to other operators due to IUC charges.…"
3006,2019-10-11,"Its time to switch portabllity to #jio
Much better than @VodafoneIN .
I have no issue if i pay 6paisa/min. 
With better 4G network"
3007,2019-10-11,"RT @SandeepShende: The unethical business practises of #JIO has put whole Indian Telecom industry at jeopardy. 
The saga of being sabotaged…"
3008,2019-10-11,"What a great reply from @JioCare @reliancejio. Without even contacting me or visiting my area, they are stating that everything is fine. Not even registering my complaint. Kindly see the network bar in the attached pic for reference!
#JioUsers #bycottjio #Jio #CustomerExperience https://t.co/wH7Eg77bUw"
3009,2019-10-11,"RT @gaurav_khurana7: #BoycottJio
Jio is going to charge 6 paisa/min for every outgoing call from jio to other operators due to IUC charges.…"
3010,2019-10-11,@reliancejio Time to port #jio to other
3011,2019-10-11,RT @pritesh4work: #jio add new plans https://t.co/c0nA60Ho5X
3012,2019-10-11,#jio add new plans https://t.co/c0nA60Ho5X
3013,2019-10-11,#jio is very clever #BoycottJio https://t.co/8HNBSQtANH
3014,2019-10-11,"Many middle class , low income class r dependent on #Jio.
Compare to other Telecom plans #Jio is providing best services in low cost . #NoMoreIUC https://t.co/xtLBqXP7Xy"
3015,2019-10-11,"Many middle class , low income class r dependent on #Jio.
Compare to other Telecom plans #Jio is providing best services in low cost . #NoMoreIUC https://t.co/9KC9KSOyMZ"
3016,2019-10-11,"RT @SandeepShende: The unethical business practises of #JIO has put whole Indian Telecom industry at jeopardy. 
The saga of being sabotaged…"
3017,2019-10-11,"@mkvenu1 Ambani's gave free data to make customers addict.. And destroy other players, #Jio managed some how..
Ambani's are playing with customers will get major blow.. Mukesh Ambani
Will pay a price for that..

These guy using public money, then fooling public..."
3018,2019-10-11,"RT @SandeepShende: The unethical business practises of #JIO has put whole Indian Telecom industry at jeopardy. 
The saga of being sabotaged…"
3019,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3020,2019-10-11,"RT @SandeepShende: The unethical business practises of #JIO has put whole Indian Telecom industry at jeopardy. 
The saga of being sabotaged…"
3021,2019-10-11,"Those who used to pay 40-60 paisa per minute (let me correct forced to pay) for every voice call three years ago, without any objection ! Now those people are in Q to criticize about certain charging of 6paisa/min to #JIO ! Hilarious 😂
I'm with @reliancejio with full support. 👍🏼"
3022,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3023,2019-10-11,"The unethical business practises of #JIO has put whole Indian Telecom industry at jeopardy. 
The saga of being sabotaged and  feeling of being cheated has added to the woes of the customers. 
#BSNL continues to be the most trusted telecom brand. https://t.co/NhHHmlHNmI"
3024,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3025,2019-10-11,"RT @iamprasadtech: #jio ki ippude recharge chesanu. 
1. 399 + 10 ( IUC ) charge Plan
Benefits :
2. 1GB data free ga icharu
3. Extra 30 mins…"
3026,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3027,2019-10-11,"RT @AgnikantG: #JIO destroyed telecom industry, making millions jobless, other operators loan becomes NPA, major operators forced to invest…"
3028,2019-10-11,"@reliancejio I'm shifting @reliancejio to @Airtel_Presence 🙏🙏😲
Thnks #jio"
3029,2019-10-11,RT @Neetahoon: Open for surprise. #Jio https://t.co/81aerDkC3n
3030,2019-10-11,@JioCare why there is no option to recharge 399/- plan using monetary balance on website? #jio #cheat
3031,2019-10-11,"RT @iamprasadtech: #jio ki ippude recharge chesanu. 
1. 399 + 10 ( IUC ) charge Plan
Benefits :
2. 1GB data free ga icharu
3. Extra 30 mins…"
3032,2019-10-11,"RT @iamprasadtech: #jio ki ippude recharge chesanu. 
1. 399 + 10 ( IUC ) charge Plan
Benefits :
2. 1GB data free ga icharu
3. Extra 30 mins…"
3033,2019-10-11,"If these charges introduced by jio on calls to the  other network numbers is because of TRAI rules, How other network providers are offering free calls?
#Jio #Genuinequstion"
3034,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3035,2019-10-11,"how ironic non-Jio number who where giving miss call on Jio number will start calling them 😆 after Jio started applying UIC charges to Jio users ....
I would say its a master stroke from Ambaniji #JioUsers
#Jio"
3036,2019-10-11,"@zsagar77 Mr Ambani has said in #Jio launch meeting that,he will not charge for data and call both. Noone has asked him to do tht. IUC was der then.

This is a type of corporate cheating where u r changing the base on which u hv started ur service.

This is moral bankruptcy.

#NoMoreIUC"
3037,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3038,2019-10-11,"What happens to free marketing gimmicks 

Jio dhan dhana dhan 
Charge dhana dhan 

#JioUsers #jio #marketing"
3039,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3040,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3041,2019-10-11,"#NoMoreIUC 
@TRAI  plzz revoke the #IUC charges.
Infact Jio company one of the biggest Telecom Industry has started imposing #IUC .
Many middle class , low income class r dependent on #Jio.
Compare to other Telecom plans #Jio is providing best services in low cost ."
3042,2019-10-11,"@reliancejio It had been 40 mins I'm holding they are not picking up the call.
great customer service..😭😭

And we used to blame State owned services.🤪 #JioUsers #JioDigitalLife #JioNews #Jio

Better to use BSNL #BSNL_MTNL  or Airtel #airtel4g https://t.co/ny5frVeN41"
3043,2019-10-11,"Dear jio I want to port my jio number to airtel .
Due to iuc charge.
#Airtel
#Jio"
3044,2019-10-11,"Won't port out of Jio.
#Jio is Emotion.
@JioCare brought the Data Revolution 

#jio #JioUsers #iloveJIO 
#NoMoreIUC #JioNews"
3045,2019-10-11,"Dear @reliancejio @JioCare while you claim you paid ₹13,500 crore to other operators for #IUC. Agreed, quite possible.
However why don't you disclose the amount paid to #Jio by other operators?
Your ₹13,500 crore claim will come down dramatically then."
3046,2019-10-11,"Then : Marriage in other caste was a Sin.
Now : Calling on other network is a Sin.🤭
#JugJugJio
#Jio"
3047,2019-10-11,"Now #jio will charge 6 paise per minute on calling
#JioUsers be like https://t.co/HdUXOMpO2F"
3048,2019-10-11,"#Jio will charge 6paisa/minute for  connecting non jio customer.

*Me sends a callback sms to my non Jio friend https://t.co/oZBR1Z9F4J"
3049,2019-10-11,"RT @gaurav_khurana7: #BoycottJio
Jio is going to charge 6 paisa/min for every outgoing call from jio to other operators due to IUC charges.…"
3050,2019-10-11,Preparing for 5G rollout may be the reason for Jio's sudden imposition outgoing charges   #5G #JioUsers #Jio
3051,2019-10-11,"It's funny to see that #BoycottJio is treading on top and those are talking about some inhuman types of argument,they should remember how other telecom industry were robbing Indians before @reliancejio .

Dear,
We paid ₹247 for 1GB 4G and also 1GB/day at 149.
Thanks to #Jio ."
3052,2019-10-11,"#BrandWars – Airtel’s creative shot at the new 6 Paisa / per minute announcement.

#CreativeSpot #AmbushMarketing #Airtel #Jio #JioUsers @Airtel_Presence @airtelindia #India #MukeshAmbani https://t.co/QCmBfyoiLF"
3053,2019-10-11,"Wow what a great level of mocking🤣😂😍😜 by @airtelindia to @reliancejio.
Really must say proud user of @Airtel_Presence with best speeds inside home and outstanding speed when travelling.
#JioNeLeli #JioUsers #airteltouchinglives #airtelthanks #airtel4g #airtel #Jio #Airtel https://t.co/r8wi5E0hZK"
3054,2019-10-11,"Not every one is after free ka maal; will always choose @airtelindia @Idea over #Jio  and Haa Kashmir mein PLOT toh lengey hi..,😎 #HailVadra 😂😂 https://t.co/cNv8OE14uA"
3055,2019-10-11,"Amit Bhawani Talks about #Jio #IUC 
JIO takes U turn PhoneRadar https://t.co/NaXXJ6uJf0"
3056,2019-10-11,"RT @mynameisamit26: If you are true #Indian then immediately Port Out from #Jio #BoycottJio and join #BSNL - Desh Ka N/W.
Its #3G is faster…"
3057,2019-10-11,"Ambani be like:: chustunna chustunna.. Anni chustunna..

#Jio #Airtel #Vodafine #6pMin
#ThirdEyee https://t.co/9xPtGjZ6hW"
3058,2019-10-11,"My review about Jio TV and Jio Cinema app. part 2
@JioCare @reliancejio 
Please watch the video and improve it.
#JioUsers #Jio #BoycottJio #jiotv #jiocinema #review #video #app #Android https://t.co/2YWKwsUvVa"
3059,2019-10-11,"#Instagram #Jio 
1. One can’t stalk on Instagram anymore!
2. Jio calls aren’t free anymore!
Me: https://t.co/UlLT03wvuR"
3060,2019-10-11,#Jio to charge 6p/m on calls made to another #Telecom opretors https://t.co/QfupS2IJcq
3061,2019-10-11,RT @sam_01_anand: @nomore_shadow @georgian_mayank @reliancejio @BSNLCorporate Its A Sad New For #Jiophone user. Again @reliancejio Has Disa…
3062,2019-10-11,I am not a Jio user but because of Jio other networks stopped looting customers with insane packages. Thus I support #Jio
3063,2019-10-11,RT @BT_India: Reliance Jio breaks its promise; to charge for calls to rival networks #reliancejio #jio #IUC https://t.co/ohkOxJGrTg
3064,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3065,2019-10-11,#Jio afterall from the Reliance and this is traditional https://t.co/WTxZ3ak3ND
3066,2019-10-11,"Users came in Support of @reliancejio Filed Online Petition
https://t.co/PlJEtMxlt7
#JioUsers #NoMoreIUC #Jio"
3067,2019-10-11,"RT @harsh96vira: @reliancejio @JioCare no network coverage in Vaishali Nagar, Bhilai, Chhattisgarh since a year. Customer care executive te…"
3068,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3069,2019-10-11,"RT @ExpressTechie: If you were lucky enough to recharge your Reliance #Jio connection on time, you will not need to pay any #IUC charges
ht…"
3070,2019-10-11,#JioDigitalLife #JioUsers at my village 85% using #jio4g Network but all suffering for to use Jio service and #jiocostomerservice not responding our calls and not fixing our issues.#jio #MukeshAmbani #NitaAmbani #JioDigitalLife #jiodigital
3071,2019-10-11,"Is Jio's new charge on inter-network calls bid to kill two birds with one stone?

#Jio

https://t.co/AorQUTDjsP"
3072,2019-10-11,"Big News | Jio Outgoing Calls are Not Free | 6 Paisa Per Minute | New Recharge Plans

To Know More : https://t.co/c4lz2ETPWS

#JioUsers #Jio #JioNews  #IUC #NoFreeCallsOnJio https://t.co/oeu3y1ev6j"
3073,2019-10-11,"I can start to feel 2003 again when i used to feel how sucked Reliance CDMA billing system is... 

Jio... looks like you will catch up with your Reliance CDMA track record soon...and you will make me guilty for choosing you pretty soon...

#Jio https://t.co/4ATpr0Dua1"
3074,2019-10-11,"Not sure whether #jio is hiding behind and also manipulating #TRAI regulations to increase the profitability, or #Vodafone and #Airtel working together on influencing #TRAI regulations to bring down #jio"
3075,2019-10-11,"For a unemployed youth it's already huge for us to manage our minimum expenditure then there was companies like #jio who puts extra pressure on us and  other nonjio users to choose it's services or pay  extra charges
There was data speed prob with #BSNL  but still #switchtobsnl"
3076,2019-10-11,"RT @Technoholics2: #jio new plan 
Jio started charging 6paise/minute for non Jio calls this applies for post recharges from 10 th october 
For more...
follow @Technoholics2 
#JioUsers #jioplans #JioDigitalLife #jiophone #DigitalMarketing #digitalink #Dig… https://t.co/ZxxjKeKiZt"
3077,2019-10-11,RT @WFeedzz: JIO is going to charge 6paise/Minute from 10th October. Here are new plans for Non-Jio Mobiles and  #Jio has brought revolutio…
3078,2019-10-11,"@AmarUjalaNews but, the subscribers of #Jio have no alternatives. Even after this charge of Rs6/- for 124 minutes, no other is as cheap as @Jio. #Othersnetworks are too expensive as compared with Jio."
3079,2019-10-11,"Go back to letter writting &amp;postcard system ,or move to #BSNL that's the only way to communicate in a cheap rate or go with #jio where you have to put extra rs.for calling a nonjio relative😓😓
#Onenationoneconnection
#BoycottJio #switchtobsnl"
3080,2019-10-11,"https://t.co/EbwtDYEgrK

when is @TataSky coming up with such a service? Isn't it already too late after #airtel #Jio and now even #dishtv has announced their hybrid STB"
3081,2019-10-11,"RT @seevendra: Which cell operator you are using or going to use in future ?

@Airtel_Presence @airtelindia @reliancejio @VodafoneIN @BSNLC…"
3082,2019-10-11,"#jio new plan 
Jio started charging 6paise/minute for non Jio calls this applies for post recharges from 10 th october 
For more...
follow @Technoholics2 
#JioUsers #jioplans #JioDigitalLife #jiophone #DigitalMarketing #digitalink #DigitalIndia https://t.co/mPfn51jKpV"
3083,2019-10-11,"RT @gaurav_khurana7: #BoycottJio
Jio is going to charge 6 paisa/min for every outgoing call from jio to other operators due to IUC charges.…"
3084,2019-10-11,(Not so) good old days are back! #jio https://t.co/prCySiTBOt
3085,2019-10-11,"RT @gaurav_khurana7: #BoycottJio
Jio is going to charge 6 paisa/min for every outgoing call from jio to other operators due to IUC charges.…"
3086,2019-10-11,"Jio's decision to start charging for off-network calls offers hope to India's other operators
#Jio #RIL #India #Telecoms 
https://t.co/ahsTlAkxMB"
3087,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3088,2019-10-11,"@reliancejio @JioCare no network coverage in Vaishali Nagar, Bhilai, Chhattisgarh since a year. Customer care executive tells “we know you have an issue, we don’t know when can it be resolved”. 
#WorstCustomerService #quitjio #bycottjio #JioUsers #Jio #jio"
3089,2019-10-11,"I bought #jio connection only because of Data. Even if they charge 6 rupees/min for all out going calls I will still use #jio
#welovejio @reliancejio @JioCare 
Nowadays they have got excellent network coverage which is better than my another number."
3090,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3091,2019-10-11,"Jio's network becomes the India's worst network, call quality is just nothing to say, internet speed roughly above 10 kbps. I think i should boycott jio not for charging call rates but for the speed #jio"
3092,2019-10-11,RT @nagellatrinath: Join #BSNL #BSNL_REVIVAL via #MNP #jio https://t.co/ZcPq77shlF
3093,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3094,2019-10-11,RT @rij79: 6 paise a minute means 60 paise if you speak for 10 mins . No one today speaks more than that. 6 rupees if u speak for an hour .…
3095,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3096,2019-10-11,"#Jio providing good speed in Adoor, Kerala.. #macOSCatalina of 8.09 Gb downloaded in just 1.30 hrs at average speed of 1.50 mbps. Sometimes there is a lack in speed but overall it's good..
#Jio #JioUsers #JioDigitalLife"
3097,2019-10-11,RT @Kranthi_KumarPK: #Airtel trolling to #Jio ..😂😂 https://t.co/YFACF4CwwU
3098,2019-10-11,"JIO IS A BLESSING FOR ALL THE PEOPLE WHO HATES GETTING CALLS.

NOW EVERY INTROVERT WILL GET A NON-JIO SIM TO REDUCE INCOMING CALLS.

#RelianceJio  #Jio #MukeshAmbani"
3099,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3100,2019-10-11,RT @BengalNewzIndia: #RelianceJio on announced that it has decided to start charging Six paise a minute to subscribers making calls to othe…
3101,2019-10-11,"@amitbhawani @phoneradarblog @reliancejio speeds are anyway very bad now a days. So having chargeable calls means it's time to switch!! No more #Jio advantage.

Also you have to recharge every now and then with those funny top ups which is cumbersome."
3102,2019-10-11,"Watch the full video link given in the bio section.  
https://t.co/d5OhypZUjS

#best #india #jio #free #facebook #instagram #twitter #youtube #google #jiorecharge #jionews #news https://t.co/hD5YlkN3av"
3103,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3104,2019-10-11,"Betrayal has been served. 

#Jio #FridayMeme #Meme #Funny #Huddlers #Advertising #AdvertisingLife https://t.co/DNVL3lwImO"
3105,2019-10-11,"RT @pulls: How Airtel is hitting Jio 🤣😉🤣

#Airtel
#Jio
#war
#free https://t.co/HzGky312Ak"
3106,2019-10-11,"How Airtel is hitting Jio 🤣😉🤣

#Airtel
#Jio
#war
#free https://t.co/HzGky312Ak"
3107,2019-10-11,"Reliance Jio has now started charging for the voice calls that are made to other mobile phone networks. 
.
.
.
.
#JioUsers #Jio #JioDigitalLife #JioNews #jio https://t.co/pLHOkl0r8O"
3108,2019-10-11,"RT @firstpost: #MukeshAmbani added $4.1 billion to his net worth as #Jio, the three-year old telecom unit of his #RelianceIndustries, becam…"
3109,2019-10-11,"RT @OnaveSudarshan: Jio users
#JioUsers #jio https://t.co/JQQz8ljtt5"
3110,2019-10-11,"RT @palpenditulal: #Jio users will have to pay 6paise/minute for other companies

le Other companies: https://t.co/aIvTzQmS2C"
3111,2019-10-11,"RT @Soniyaa_: Making it easy for us to not to choose #Jio now. Switching 
it now to Vodafone or Airtel"
3112,2019-10-11,"RT @TahaAnsari03: Jio users right now 😂
#JioUsers #Jio https://t.co/KTMfZ5WHS8"
3113,2019-10-11,"RT @palpenditulal: HR: i'll stay with #Jio 

Kangana again: https://t.co/WLLjEkHd4f"
3114,2019-10-11,RT @akbars_beerpal: When she calls you from #Jio no. https://t.co/hReZ7d8Tie
3115,2019-10-11,"When I make calls with #Jio, I immediately hear other people's conversation, this happened to me sometimes and this doesn't end unless I cut the call.

Did anyone face this? Is this blunder Bug in Jio network?

#RelianceJio @TRAI @reliancejio"
3116,2019-10-11,"RT @IndiaRatings: Our new Market Wire about R-Jio's latest tariff changes and their impact is just released.
""R-Jio's Tariff Hike to Suppor…"
3117,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3118,2019-10-11,"RT @nagellatrinath: “There  is  no  greater  fraud  than  a  promise  not  kept.” -Gaelic  Proverb
#Jio #RelianceJio  @gmtnsk @neerja_tiwar…"
3119,2019-10-11,"Thank you #Jio for your  message. #Telecom sector really very smart. you have proved it..In the world nothing free of coast. well its your bussiness stretegy.  hats of your stretegy🙏
#JioUsers #JioNeLeli #Airtel #vodafoneidea https://t.co/enR6rraQR7"
3120,2019-10-11,"RT @mohit_400: *After Watching Jio users reaction on 6p/min*
Ambani-
#JioUsers #jio https://t.co/Sd3gbw7mP0"
3121,2019-10-11,RT @Troll_Cinema: Any #JioUsers Here?? #Jio https://t.co/s0HAzHjUVi
3122,2019-10-11,"Wait a Minute!.....

That just cost you 6 paise #Jio

#JioUsers 
#IUC 
#TRAI"
3123,2019-10-11,@airtelindia First of all provide Good signal strength to your users all over India...Then later troll #Jio  u poor network #airtel 😂😂
3124,2019-10-11,"#Airtel network has drastically fell down at my location, earlier it was Poort #Jio network, now #Airtel added to it. So much frustration with Airtel nowadays when you are at home &amp; no network coverage near R R enclave Nizampet @airtelindia, Hoping to see te coverage established https://t.co/s7mUFKXtgi"
3125,2019-10-11,RT @Troll_Cinema: Any #JioUsers Here?? #Jio https://t.co/s0HAzHjUVi
3126,2019-10-11,Don't fool customers by making ads like this.. Jio is far better than @VodafoneIN #VodafoneIN atleast @JioCare #Jio has guts to tell customers that they are charging for outgoing calls. You useless network giving worst customer service and fake plans to deceive customers
